timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,packets,duration_ms
2025-03-01T20:09:40Z,10.0.1.12,192.0.2.10,58958,80,TCP,31516,186263,43,58345
2025-03-01T20:10:06Z,10.0.1.14,192.0.2.10,56219,443,TCP,19274,162377,192,57702
2025-03-01T20:12:31Z,10.0.1.8,192.0.2.21,61088,443,TCP,4786,190555,177,36124
2025-03-01T20:12:37Z,10.0.1.11,192.0.2.19,63089,53,UDP,2231,181423,190,68603
2025-03-01T20:12:48Z,10.0.1.1,192.0.2.21,58442,443,TCP,1566,180515,46,37734
2025-03-01T20:13:37Z,10.0.1.12,192.0.2.23,61989,80,TCP,42117,28021,153,29947
2025-03-01T20:13:44Z,10.0.1.7,192.0.2.12,51225,443,TCP,20210,69891,93,110289
2025-03-01T20:13:50Z,10.0.1.2,192.0.2.12,64641,443,TCP,14827,159583,159,7277
2025-03-01T20:13:50Z,10.0.1.7,192.0.2.16,50887,443,TCP,6534,16088,184,80708
2025-03-01T20:14:15Z,10.0.1.15,10.0.1.14,55903,8080,TCP,3149,12301,18,13794
2025-03-01T20:15:55Z,10.0.1.9,10.0.1.15,65106,22,TCP,2491,9745,36,19252
2025-03-01T20:16:08Z,10.0.1.5,192.0.2.16,52955,80,TCP,6453,140282,132,19230
2025-03-01T20:16:25Z,10.0.1.12,10.0.1.11,64988,8080,TCP,5491,11408,3,22168
2025-03-01T20:16:38Z,10.0.1.3,192.0.2.10,49907,8080,TCP,35983,14830,149,34142
2025-03-01T20:17:12Z,10.0.1.7,192.0.2.19,52231,443,TCP,27031,156189,184,40982
2025-03-01T20:17:23Z,10.0.1.1,10.0.1.5,54380,445,TCP,8282,5746,39,11352
2025-03-01T20:17:41Z,10.0.1.13,192.0.2.14,51716,80,TCP,8392,95302,8,51786
2025-03-01T20:17:58Z,10.0.1.5,192.0.2.15,59698,443,TCP,30605,107790,30,7807
2025-03-01T20:18:19Z,10.0.1.14,10.0.1.13,50537,445,TCP,12955,16140,22,26232
2025-03-01T20:18:26Z,10.0.1.7,192.0.2.24,64463,443,TCP,24455,157361,181,69970
2025-03-01T20:18:43Z,10.0.1.8,10.0.1.6,58725,22,TCP,16159,18945,24,7761
2025-03-01T20:18:53Z,10.0.1.4,192.0.2.25,49688,443,TCP,33502,197113,48,97527
2025-03-01T20:18:53Z,10.0.1.15,192.0.2.15,57479,443,TCP,23883,159895,26,107572
2025-03-01T20:20:16Z,10.0.1.5,10.0.1.1,58783,22,TCP,1224,9218,23,23688
2025-03-01T20:21:18Z,10.0.1.13,192.0.2.11,53159,80,TCP,30225,50534,175,9816
2025-03-01T20:22:12Z,10.0.1.10,10.0.1.11,61459,8080,TCP,19696,18588,17,1858
2025-03-01T20:22:15Z,10.0.1.10,192.0.2.11,61457,443,TCP,5599,40776,35,75056
2025-03-01T20:22:16Z,10.0.1.5,192.0.2.14,63101,53,UDP,33056,79155,152,80967
2025-03-01T20:22:37Z,10.0.1.10,192.0.2.21,50399,443,TCP,46823,96909,112,49758
2025-03-01T20:23:19Z,10.0.1.2,192.0.2.10,64109,443,TCP,3124,57779,109,97125
2025-03-01T20:24:41Z,10.0.1.4,192.0.2.25,60934,8080,TCP,19037,137221,186,61199
2025-03-01T20:25:00Z,10.0.1.14,192.0.2.14,65192,443,TCP,25576,90113,76,114122
2025-03-01T20:26:16Z,10.0.1.1,192.0.2.10,54383,443,TCP,32672,99972,26,82763
2025-03-01T20:26:37Z,10.0.1.14,192.0.2.13,56955,80,TCP,1017,77201,47,72883
2025-03-01T20:26:41Z,10.0.1.8,192.0.2.21,52804,443,TCP,32265,40760,100,13447
2025-03-01T20:26:46Z,10.0.1.4,192.0.2.18,55617,80,TCP,40296,112307,113,71077
2025-03-01T20:27:26Z,10.0.1.9,192.0.2.22,61225,443,TCP,44488,198152,108,60563
2025-03-01T20:28:22Z,10.0.1.9,192.0.2.12,62093,443,TCP,33215,159702,127,55753
2025-03-01T20:28:45Z,10.0.1.7,192.0.2.23,57532,443,TCP,46602,18067,174,49793
2025-03-01T20:30:02Z,10.0.1.1,192.0.2.14,51984,53,UDP,5991,182516,150,40334
2025-03-01T20:30:32Z,10.0.1.15,192.0.2.25,50735,443,TCP,34305,56343,193,2187
2025-03-01T20:30:45Z,10.0.1.6,192.0.2.23,49585,443,TCP,39326,61459,121,95603
2025-03-01T20:31:08Z,10.0.1.6,192.0.2.20,53543,443,TCP,33276,172354,84,16547
2025-03-01T20:32:07Z,10.0.1.3,10.0.1.2,59983,8080,TCP,16099,11911,7,4032
2025-03-01T20:32:22Z,10.0.1.12,192.0.2.25,60430,80,TCP,43762,92443,59,44937
2025-03-01T20:32:31Z,10.0.1.6,192.0.2.10,58697,80,TCP,42905,81790,102,74086
2025-03-01T20:32:34Z,10.0.1.8,192.0.2.12,56769,443,TCP,26203,44365,53,106665
2025-03-01T20:33:29Z,10.0.1.12,192.0.2.14,60851,443,TCP,37620,19086,19,51125
2025-03-01T20:33:37Z,10.0.1.4,192.0.2.13,51706,80,TCP,12028,149608,105,107271
2025-03-01T20:35:08Z,10.0.1.7,192.0.2.20,63191,80,TCP,8439,32812,118,54794
2025-03-01T20:35:22Z,10.0.1.9,192.0.2.24,54460,53,UDP,4215,125419,20,111449
2025-03-01T20:35:49Z,10.0.1.11,192.0.2.10,55175,80,TCP,39262,166748,141,14219
2025-03-01T20:35:56Z,10.0.1.4,10.0.1.3,63352,445,TCP,13555,2107,50,11032
2025-03-01T20:36:42Z,10.0.1.2,10.0.1.3,49863,8080,TCP,12567,13446,30,19675
2025-03-01T20:37:38Z,10.0.1.14,192.0.2.22,57831,80,TCP,31463,8529,92,12541
2025-03-01T20:37:42Z,10.0.1.3,10.0.1.4,53316,22,TCP,15401,3801,46,4869
2025-03-01T20:39:24Z,10.0.1.9,192.0.2.20,60672,443,TCP,10582,161298,24,66358
2025-03-01T20:39:27Z,10.0.1.7,192.0.2.21,63598,443,TCP,31323,113347,83,21148
2025-03-01T20:40:04Z,10.0.1.6,192.0.2.14,50685,80,TCP,34125,23981,184,112958
2025-03-01T20:41:02Z,10.0.1.7,192.0.2.13,62240,80,TCP,44625,75834,98,71404
2025-03-01T20:41:45Z,10.0.1.12,192.0.2.23,54873,443,TCP,47171,15727,58,102855
2025-03-01T20:42:50Z,10.0.1.1,192.0.2.20,64073,443,TCP,39098,131522,178,51556
2025-03-01T20:43:02Z,10.0.1.1,10.0.1.2,50615,8080,TCP,8769,924,31,18062
2025-03-01T20:43:44Z,10.0.1.4,192.0.2.10,59108,443,TCP,1357,173620,160,108704
2025-03-01T20:45:20Z,10.0.1.4,192.0.2.11,53960,80,TCP,1563,61586,184,75970
2025-03-01T20:45:34Z,10.0.1.3,192.0.2.14,50308,80,TCP,46001,43382,120,3881
2025-03-01T20:46:22Z,10.0.1.14,192.0.2.24,62530,80,TCP,47496,22614,129,58528
2025-03-01T20:46:56Z,10.0.1.6,192.0.2.20,58592,443,TCP,23432,176089,159,109971
2025-03-01T20:47:41Z,10.0.1.15,192.0.2.24,53735,53,UDP,39459,54888,29,50064
2025-03-01T20:48:13Z,10.0.1.13,192.0.2.24,61236,443,TCP,35242,37443,180,46229
2025-03-01T20:48:44Z,10.0.1.8,10.0.1.7,51571,445,TCP,10046,993,16,21863
2025-03-01T20:50:07Z,10.0.1.14,192.0.2.16,55093,443,TCP,23844,26872,21,19207
2025-03-01T20:50:29Z,10.0.1.12,10.0.1.13,59256,8080,TCP,9505,2871,50,14764
2025-03-01T20:51:15Z,10.0.1.10,192.0.2.16,55103,443,TCP,49558,178870,186,74093
2025-03-01T20:51:36Z,10.0.1.5,192.0.2.25,58745,80,TCP,10869,101554,164,91582
2025-03-01T20:52:38Z,10.0.1.11,192.0.2.13,60499,443,TCP,14626,84734,144,110142
2025-03-01T20:53:00Z,10.0.1.13,192.0.2.12,57710,80,TCP,1743,119269,133,119372
2025-03-01T20:53:42Z,10.0.1.11,10.0.1.10,60490,22,TCP,5725,10783,30,7948
2025-03-01T20:53:51Z,10.0.1.15,192.0.2.16,58097,80,TCP,23379,178226,56,71515
2025-03-01T20:54:44Z,10.0.1.14,192.0.2.20,63818,443,TCP,20314,196051,180,61850
2025-03-01T20:55:00Z,10.0.1.10,10.0.1.9,58964,8080,TCP,6960,13997,8,8103
2025-03-01T20:56:10Z,10.0.1.12,192.0.2.12,58642,443,TCP,40966,9602,120,83944
2025-03-01T20:56:12Z,10.0.1.2,192.0.2.13,60578,80,TCP,31550,160573,42,107167
2025-03-01T20:56:21Z,10.0.1.1,192.0.2.18,64482,443,TCP,640,47586,30,102803
2025-03-01T20:56:36Z,10.0.1.6,10.0.1.7,54964,445,TCP,1751,2199,22,20322
2025-03-01T20:56:49Z,10.0.1.10,192.0.2.23,62362,443,TCP,8126,55853,52,112223
2025-03-01T20:57:52Z,10.0.1.3,192.0.2.15,61406,443,TCP,34615,83341,103,27734
2025-03-01T20:57:57Z,10.0.1.15,192.0.2.15,50845,80,TCP,30629,23091,31,9610
2025-03-01T20:58:01Z,10.0.1.10,192.0.2.20,64323,443,TCP,16463,112951,107,96741
2025-03-01T20:58:21Z,10.0.1.8,192.0.2.13,54307,443,TCP,1196,99883,29,103446
2025-03-01T20:58:46Z,10.0.1.7,10.0.1.6,61484,22,TCP,9166,9948,19,2089
2025-03-01T20:59:47Z,10.0.1.14,192.0.2.17,65213,80,TCP,48739,140559,133,24206
2025-03-01T21:02:22Z,10.0.1.5,10.0.1.4,62998,8080,TCP,1374,1757,30,29498
2025-03-01T21:03:26Z,10.0.1.13,192.0.2.18,56613,80,TCP,27118,46304,6,57228
2025-03-01T21:04:34Z,10.0.1.4,10.0.1.3,60513,445,TCP,17968,3082,26,29011
2025-03-01T21:04:38Z,10.0.1.3,192.0.2.15,55258,443,TCP,25033,75243,135,20113
2025-03-01T21:04:52Z,10.0.1.1,10.0.1.5,51208,445,TCP,15584,18568,36,22039
2025-03-01T21:05:00Z,10.0.1.2,192.0.2.15,60380,443,TCP,33018,181730,195,33712
2025-03-01T21:05:12Z,10.0.1.10,192.0.2.16,51548,80,TCP,20790,6709,56,86450
2025-03-01T21:05:48Z,10.0.1.4,10.0.1.5,62846,3389,TCP,17395,18299,49,8006
2025-03-01T21:06:44Z,10.0.1.11,192.0.2.21,50466,80,TCP,15234,186491,8,2997
2025-03-01T21:06:46Z,10.0.1.6,10.0.1.8,61895,445,TCP,7588,19151,10,11902
2025-03-01T21:06:58Z,10.0.1.5,192.0.2.23,52712,443,TCP,30625,68170,12,107285
2025-03-01T21:07:10Z,10.0.1.2,10.0.1.3,55823,3389,TCP,4356,18962,32,13989
2025-03-01T21:07:35Z,10.0.1.11,192.0.2.19,49462,443,TCP,42674,148445,106,67645
2025-03-01T21:07:41Z,10.0.1.4,192.0.2.17,58820,53,UDP,25502,176508,147,74509
2025-03-01T21:07:53Z,10.0.1.12,192.0.2.12,63382,443,TCP,5172,52696,54,34332
2025-03-01T21:08:17Z,10.0.1.14,192.0.2.19,54171,443,TCP,14569,135907,33,25392
2025-03-01T21:09:12Z,10.0.1.7,10.0.1.8,64662,8080,TCP,16300,4167,8,19358
2025-03-01T21:09:44Z,10.0.1.15,192.0.2.10,64899,80,TCP,13031,183942,31,89398
2025-03-01T21:10:12Z,10.0.1.1,192.0.2.24,53205,53,UDP,28798,77739,21,34328
2025-03-01T21:12:17Z,10.0.1.6,192.0.2.12,60482,80,TCP,718,11527,32,12622
2025-03-01T21:12:46Z,10.0.1.13,192.0.2.21,64729,53,UDP,3466,100755,5,54781
2025-03-01T21:13:11Z,10.0.1.7,192.0.2.10,51445,53,UDP,11175,2580,153,26246
2025-03-01T21:13:17Z,10.0.1.13,192.0.2.22,53177,443,TCP,8409,113511,96,1054
2025-03-01T21:13:47Z,10.0.1.14,10.0.1.13,55335,445,TCP,15394,5201,8,10917
2025-03-01T21:15:10Z,10.0.1.2,192.0.2.15,55146,443,TCP,10505,61913,161,105997
2025-03-01T21:15:38Z,10.0.1.11,10.0.1.10,51705,8080,TCP,17035,16004,38,29492
2025-03-01T21:15:55Z,10.0.1.10,192.0.2.15,53030,443,TCP,17720,186490,114,109732
2025-03-01T21:16:09Z,10.0.1.14,192.0.2.22,57176,80,TCP,44958,107299,192,110041
2025-03-01T21:16:27Z,10.0.1.3,192.0.2.22,56330,80,TCP,23064,95303,109,99696
2025-03-01T21:16:30Z,10.0.1.5,192.0.2.23,50051,443,TCP,33014,136122,29,52377
2025-03-01T21:16:30Z,10.0.1.7,192.0.2.15,54413,443,TCP,2422,138820,42,7199
2025-03-01T21:16:45Z,10.0.1.12,192.0.2.10,60869,80,TCP,20618,44962,7,45409
2025-03-01T21:16:46Z,10.0.1.10,192.0.2.25,60061,80,TCP,7649,132903,87,113761
2025-03-01T21:16:48Z,10.0.1.9,192.0.2.24,65027,443,TCP,35405,144997,91,112015
2025-03-01T21:17:24Z,10.0.1.10,192.0.2.12,53868,443,TCP,37986,98764,177,97379
2025-03-01T21:17:37Z,10.0.1.7,192.0.2.24,59170,443,TCP,41403,57937,181,38467
2025-03-01T21:17:38Z,10.0.1.11,192.0.2.18,53894,53,UDP,13001,127028,177,105099
2025-03-01T21:17:45Z,10.0.1.11,192.0.2.12,61904,80,TCP,6248,61853,95,102342
2025-03-01T21:17:53Z,10.0.1.6,10.0.1.7,50497,445,TCP,15810,8630,36,21402
2025-03-01T21:17:58Z,10.0.1.6,192.0.2.23,65217,443,TCP,35407,84416,13,115299
2025-03-01T21:18:44Z,10.0.1.15,10.0.1.14,61053,445,TCP,3589,18753,10,27376
2025-03-01T21:18:51Z,10.0.1.7,192.0.2.17,58042,443,TCP,45797,162365,64,116371
2025-03-01T21:18:54Z,10.0.1.4,192.0.2.15,64290,53,UDP,20966,88838,131,47548
2025-03-01T21:21:00Z,10.0.1.9,10.0.1.10,60860,3389,TCP,19857,19727,20,2388
2025-03-01T21:21:54Z,10.0.1.5,192.0.2.23,57005,8080,TCP,40344,65119,83,114828
2025-03-01T21:24:21Z,10.0.1.6,192.0.2.24,57169,443,TCP,10347,62655,14,107203
2025-03-01T21:24:24Z,10.0.1.7,192.0.2.22,55358,80,TCP,18750,76266,188,79389
2025-03-01T21:24:30Z,10.0.1.11,192.0.2.18,49567,443,TCP,43418,102931,60,27990
2025-03-01T21:25:25Z,10.0.1.4,192.0.2.13,49414,443,TCP,12676,104330,50,34606
2025-03-01T21:25:34Z,10.0.1.2,192.0.2.21,56435,443,TCP,27922,50034,160,58877
2025-03-01T21:25:41Z,10.0.1.10,10.0.1.9,56547,22,TCP,4801,2124,5,13212
2025-03-01T21:26:05Z,10.0.1.12,192.0.2.12,51494,443,TCP,45279,177600,149,50227
2025-03-01T21:26:35Z,10.0.1.4,192.0.2.23,58154,443,TCP,48779,100144,170,110010
2025-03-01T21:26:50Z,10.0.1.5,192.0.2.11,50658,443,TCP,36943,145486,57,36524
2025-03-01T21:27:38Z,10.0.1.8,192.0.2.23,61042,80,TCP,39837,20762,97,64551
2025-03-01T21:27:55Z,10.0.1.9,192.0.2.13,60780,443,TCP,12141,63838,38,52960
2025-03-01T21:29:44Z,10.0.1.3,192.0.2.18,56799,80,TCP,5484,198647,176,3255
2025-03-01T21:29:53Z,10.0.1.15,192.0.2.13,64771,443,TCP,6489,193967,85,55110
2025-03-01T21:29:55Z,10.0.1.15,192.0.2.11,53628,80,TCP,45895,97803,38,20156
2025-03-01T21:30:43Z,10.0.1.10,192.0.2.24,59476,80,TCP,40251,166346,101,14418
2025-03-01T21:30:46Z,10.0.1.12,10.0.1.11,57509,8080,TCP,19430,7372,49,16992
2025-03-01T21:30:48Z,10.0.1.13,192.0.2.20,57872,443,TCP,42922,29977,49,74541
2025-03-01T21:31:04Z,10.0.1.11,192.0.2.16,64443,8080,TCP,47360,182161,6,119687
2025-03-01T21:31:05Z,10.0.1.3,10.0.1.2,57211,3389,TCP,6319,2604,9,9984
2025-03-01T21:31:50Z,10.0.1.14,192.0.2.14,59065,8080,TCP,46747,159020,195,114980
2025-03-01T21:32:20Z,10.0.1.1,192.0.2.24,55348,443,TCP,28644,106959,109,18033
2025-03-01T21:32:26Z,10.0.1.2,192.0.2.19,63843,53,UDP,3105,95104,69,53599
2025-03-01T21:32:30Z,10.0.1.14,192.0.2.25,62568,8080,TCP,8707,172137,189,60495
2025-03-01T21:32:49Z,10.0.1.10,192.0.2.12,63157,443,TCP,30892,55389,143,84680
2025-03-01T21:33:05Z,10.0.1.2,192.0.2.15,52655,443,TCP,4995,185402,44,30255
2025-03-01T21:36:13Z,10.0.1.13,10.0.1.12,54179,8080,TCP,15905,6798,41,16442
2025-03-01T21:36:14Z,10.0.1.3,10.0.1.4,55487,445,TCP,19178,2184,23,18823
2025-03-01T21:37:23Z,10.0.1.13,192.0.2.18,50462,443,TCP,18505,104505,63,16315
2025-03-01T21:37:25Z,10.0.1.8,10.0.1.7,55373,8080,TCP,19018,10589,48,26215
2025-03-01T21:37:30Z,10.0.1.1,192.0.2.17,55907,443,TCP,17735,190161,158,63625
2025-03-01T21:37:42Z,10.0.1.12,192.0.2.13,57334,443,TCP,34137,70029,65,90016
2025-03-01T21:38:27Z,10.0.1.9,192.0.2.25,64993,443,TCP,45692,175784,137,39563
2025-03-01T21:38:48Z,10.0.1.6,192.0.2.23,62802,443,TCP,42400,16025,40,65705
2025-03-01T21:39:10Z,10.0.1.11,10.0.1.12,61929,3389,TCP,10917,6547,48,18911
2025-03-01T21:39:33Z,10.0.1.13,192.0.2.20,65003,443,TCP,41994,187727,159,20413
2025-03-01T21:40:07Z,10.0.1.10,192.0.2.12,56331,443,TCP,46652,42628,110,54199
2025-03-01T21:40:39Z,10.0.1.2,192.0.2.10,52542,443,TCP,47086,96072,75,88147
2025-03-01T21:40:41Z,10.0.1.3,192.0.2.10,63197,443,TCP,20317,181972,148,74089
2025-03-01T21:40:44Z,10.0.1.5,10.0.1.1,64337,8080,TCP,4340,15552,15,3611
2025-03-01T21:41:16Z,10.0.1.7,192.0.2.14,62366,443,TCP,17703,79122,82,30801
2025-03-01T21:41:37Z,10.0.1.8,192.0.2.11,62670,443,TCP,6394,147535,12,42101
2025-03-01T21:42:22Z,10.0.1.1,192.0.2.10,55405,80,TCP,6331,165843,108,44633
2025-03-01T21:42:37Z,10.0.1.7,10.0.1.6,51365,8080,TCP,257,5889,44,14229
2025-03-01T21:43:10Z,10.0.1.13,192.0.2.17,56744,443,TCP,9448,5446,119,117305
2025-03-01T21:43:11Z,10.0.1.5,192.0.2.10,64040,443,TCP,45363,80214,104,117956
2025-03-01T21:44:09Z,10.0.1.6,192.0.2.14,54832,80,TCP,39425,149721,38,56930
2025-03-01T21:44:23Z,10.0.1.12,192.0.2.22,62948,443,TCP,16119,119993,196,18107
2025-03-01T21:44:57Z,10.0.1.11,192.0.2.10,61252,443,TCP,44409,24004,63,84654
2025-03-01T21:45:09Z,10.0.1.6,192.0.2.17,56246,443,TCP,27464,187038,173,92944
2025-03-01T21:46:26Z,10.0.1.9,192.0.2.22,50221,443,TCP,8773,143859,6,2567
2025-03-01T21:46:46Z,10.0.1.6,192.0.2.21,57168,443,TCP,20438,145941,69,48076
2025-03-01T21:48:12Z,10.0.1.10,192.0.2.19,60199,8080,TCP,3763,99683,140,49339
2025-03-01T21:48:20Z,10.0.1.4,192.0.2.15,64194,443,TCP,9154,29258,18,11502
2025-03-01T21:49:42Z,10.0.1.5,192.0.2.21,57593,80,TCP,44808,13048,192,119748
2025-03-01T21:50:21Z,10.0.1.15,192.0.2.11,63991,53,UDP,1457,33190,27,18891
2025-03-01T21:50:53Z,10.0.1.7,192.0.2.13,63227,8080,TCP,32175,100523,192,93672
2025-03-01T21:51:21Z,10.0.1.9,192.0.2.21,59302,443,TCP,16410,80777,111,55831
2025-03-01T21:53:06Z,10.0.1.3,192.0.2.23,53427,443,TCP,43094,127292,159,95194
2025-03-01T21:54:28Z,10.0.1.4,192.0.2.12,55100,443,TCP,22852,15153,156,108895
2025-03-01T21:55:15Z,10.0.1.8,192.0.2.16,56420,80,TCP,8667,183705,11,62621
2025-03-01T21:55:57Z,10.0.1.13,192.0.2.21,55894,80,TCP,29198,23042,140,13274
2025-03-01T21:55:58Z,10.0.1.8,192.0.2.20,57537,443,TCP,18877,111119,84,34222
2025-03-01T21:56:00Z,10.0.1.5,192.0.2.14,58926,443,TCP,10752,10653,60,37504
2025-03-01T21:56:06Z,10.0.1.3,192.0.2.24,59958,443,TCP,19259,145982,94,8146
2025-03-01T21:56:19Z,10.0.1.1,192.0.2.16,55705,53,UDP,42583,23726,89,85965
2025-03-01T21:56:25Z,10.0.1.5,192.0.2.24,55684,80,TCP,49345,2602,147,54957
2025-03-01T21:58:44Z,10.0.1.11,192.0.2.21,64178,80,TCP,18405,179384,110,103532
2025-03-01T22:00:08Z,10.0.1.11,192.0.2.25,64811,443,TCP,1883,63608,34,65807
2025-03-01T22:00:37Z,10.0.1.3,192.0.2.19,49290,53,UDP,17827,34956,158,90325
2025-03-01T22:00:54Z,10.0.1.10,10.0.1.9,61797,3389,TCP,2226,13176,29,23710
2025-03-01T22:01:09Z,10.0.1.7,192.0.2.12,51829,443,TCP,22239,103786,101,54226
2025-03-01T22:01:14Z,10.0.1.6,192.0.2.16,64318,443,TCP,13185,182620,24,80165
2025-03-01T22:01:41Z,10.0.1.5,192.0.2.19,58075,8080,TCP,37214,75662,200,43774
2025-03-01T22:01:54Z,10.0.1.14,192.0.2.20,62750,443,TCP,34381,5370,156,6924
2025-03-01T22:03:02Z,10.0.1.12,192.0.2.16,57503,443,TCP,14208,128468,35,30329
2025-03-01T22:03:07Z,10.0.1.10,192.0.2.11,64340,443,TCP,23992,1794,88,66495
2025-03-01T22:03:17Z,10.0.1.15,10.0.1.14,62628,3389,TCP,11365,12778,37,15172
2025-03-01T22:03:27Z,10.0.1.12,192.0.2.19,64897,443,TCP,44002,63934,11,114725
2025-03-01T22:03:28Z,10.0.1.1,10.0.1.2,55460,3389,TCP,8323,11080,44,6171
2025-03-01T22:05:53Z,10.0.1.9,192.0.2.22,59579,443,TCP,15579,94004,53,43650
2025-03-01T22:06:22Z,10.0.1.10,192.0.2.17,62163,443,TCP,17147,3143,148,78511
2025-03-01T22:06:27Z,10.0.1.7,10.0.1.8,49963,22,TCP,15410,15963,11,2350
2025-03-01T22:06:51Z,10.0.1.7,192.0.2.13,65303,8080,TCP,35235,86151,157,19090
2025-03-01T22:07:03Z,10.0.1.14,10.0.1.13,51671,445,TCP,2120,12772,27,8568
2025-03-01T22:07:21Z,10.0.1.12,192.0.2.17,64543,53,UDP,32322,109988,193,31187
2025-03-01T22:07:44Z,10.0.1.7,192.0.2.24,65464,53,UDP,10372,53929,45,99702
2025-03-01T22:07:49Z,10.0.1.4,192.0.2.16,52137,53,UDP,43039,106970,52,114402
2025-03-01T22:08:25Z,10.0.1.1,192.0.2.10,64640,443,TCP,11467,62396,20,84930
2025-03-01T22:08:39Z,10.0.1.12,10.0.1.13,52022,22,TCP,13356,5492,23,6521
2025-03-01T22:09:17Z,10.0.1.4,10.0.1.5,65317,3389,TCP,9936,18747,4,4634
2025-03-01T22:09:39Z,10.0.1.8,10.0.1.6,50855,445,TCP,7671,16778,4,23405
2025-03-01T22:09:43Z,10.0.1.13,10.0.1.14,58242,8080,TCP,17484,5805,37,16504
2025-03-01T22:09:44Z,10.0.1.7,192.0.2.15,54396,443,TCP,14517,116114,110,27741
2025-03-01T22:11:48Z,10.0.1.7,192.0.2.24,59959,80,TCP,6838,153080,69,118395
2025-03-01T22:12:39Z,10.0.1.6,192.0.2.15,56380,80,TCP,3252,4471,171,5364
2025-03-01T22:12:48Z,10.0.1.11,192.0.2.19,61437,443,TCP,8965,40633,151,108381
2025-03-01T22:14:27Z,10.0.1.3,192.0.2.17,53587,443,TCP,33821,138164,131,25458
2025-03-01T22:15:47Z,10.0.1.13,192.0.2.17,49359,443,TCP,28268,178329,120,66953
2025-03-01T22:16:15Z,10.0.1.2,192.0.2.24,64777,443,TCP,29664,193369,74,24648
2025-03-01T22:16:27Z,10.0.1.9,192.0.2.23,53994,443,TCP,43638,142762,125,48590
2025-03-01T22:18:08Z,10.0.1.15,192.0.2.18,50855,443,TCP,7880,75464,155,56714
2025-03-01T22:18:09Z,10.0.1.6,192.0.2.10,63000,53,UDP,49588,197650,163,60626
2025-03-01T22:18:45Z,10.0.1.14,10.0.1.15,51204,8080,TCP,14835,18704,6,9450
2025-03-01T22:19:04Z,10.0.1.6,192.0.2.23,64195,80,TCP,40885,125379,156,39009
2025-03-01T22:19:42Z,10.0.1.2,192.0.2.19,58798,443,TCP,32483,57841,134,99177
2025-03-01T22:21:29Z,10.0.1.8,192.0.2.18,63611,80,TCP,31844,136274,103,51177
2025-03-01T22:22:09Z,10.0.1.14,192.0.2.21,57706,443,TCP,19591,112003,120,96149
2025-03-01T22:22:39Z,10.0.1.7,192.0.2.14,64697,443,TCP,46773,164996,122,41407
2025-03-01T22:23:14Z,10.0.1.7,10.0.1.6,50610,3389,TCP,954,10645,24,20158
2025-03-01T22:23:20Z,10.0.1.9,192.0.2.16,50292,80,TCP,40531,108121,67,4481
2025-03-01T22:23:21Z,10.0.1.9,192.0.2.10,57047,443,TCP,42574,126683,96,77950
2025-03-01T22:23:44Z,10.0.1.5,192.0.2.18,52289,443,TCP,41034,39601,42,113125
2025-03-01T22:23:52Z,10.0.1.10,10.0.1.11,65108,8080,TCP,5373,1725,21,19366
2025-03-01T22:25:19Z,10.0.1.8,192.0.2.11,57958,80,TCP,41654,151033,153,83937
2025-03-01T22:26:59Z,10.0.1.12,192.0.2.11,65343,443,TCP,48176,104911,49,31281
2025-03-01T22:27:27Z,10.0.1.3,192.0.2.21,62121,443,TCP,24800,93451,132,74790
2025-03-01T22:27:31Z,10.0.1.13,192.0.2.24,56876,443,TCP,46356,5776,139,27216
2025-03-01T22:27:34Z,10.0.1.5,10.0.1.4,55487,3389,TCP,17742,19979,24,18118
2025-03-01T22:28:00Z,10.0.1.4,192.0.2.23,60768,80,TCP,11262,65362,115,69304
2025-03-01T22:28:03Z,10.0.1.13,192.0.2.23,57188,80,TCP,31443,128405,169,108503
2025-03-01T22:29:22Z,10.0.1.8,192.0.2.17,64865,443,TCP,31043,31208,11,80972
2025-03-01T22:29:57Z,10.0.1.7,192.0.2.13,55624,443,TCP,6649,62583,91,70914
2025-03-01T22:30:03Z,10.0.1.10,192.0.2.12,65000,443,TCP,21769,93631,48,45665
2025-03-01T22:30:10Z,10.0.1.6,10.0.1.7,51295,8080,TCP,12178,11169,36,5072
2025-03-01T22:30:32Z,10.0.1.10,192.0.2.13,52694,53,UDP,3359,90395,143,23285
2025-03-01T22:30:47Z,10.0.1.2,192.0.2.18,50035,53,UDP,12640,127156,138,22962
2025-03-01T22:30:57Z,10.0.1.15,192.0.2.11,57841,53,UDP,20606,187113,140,101429
2025-03-01T22:31:18Z,10.0.1.6,192.0.2.18,60898,443,TCP,39998,178018,139,107663
2025-03-01T22:32:13Z,10.0.1.11,10.0.1.12,51896,22,TCP,16032,2662,48,26002
2025-03-01T22:32:27Z,10.0.1.3,10.0.1.4,49334,3389,TCP,18438,2846,19,2769
2025-03-01T22:32:27Z,10.0.1.13,10.0.1.12,51022,22,TCP,12961,9914,43,28009
2025-03-01T22:32:34Z,10.0.1.9,192.0.2.13,61763,443,TCP,27018,59015,92,6890
2025-03-01T22:33:17Z,10.0.1.9,192.0.2.18,51876,443,TCP,23376,103138,24,102060
2025-03-01T22:33:28Z,10.0.1.2,10.0.1.1,55423,8080,TCP,5727,5291,28,28116
2025-03-01T22:33:54Z,10.0.1.8,192.0.2.10,61385,80,TCP,1317,28758,190,59900
